,File_Name,Folder,File_Path
18,G1021_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1021_cropped.jpg
19,G1025_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1025_cropped.jpg
20,G1026_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1026_cropped.jpg
21,G1027_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1027_cropped.jpg
22,G1028_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1028_cropped.jpg
23,G1030_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1030_cropped.jpg
24,G1031_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1031_cropped.jpg
25,G1034_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1034_cropped.jpg
26,G1035_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1035_cropped.jpg
27,G1036_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1036_cropped.jpg
28,G1037_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1037_cropped.jpg
29,G103_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G103_cropped.jpg
30,G1040_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1040_cropped.jpg
31,G1041_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1041_cropped.jpg
32,G1042_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1042_cropped.jpg
33,G1043_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1043_cropped.jpg
34,G1044_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1044_cropped.jpg
35,G1045_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1045_cropped.jpg
36,G1048_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1048_cropped.jpg
37,G1049_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1049_cropped.jpg
38,G104_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G104_cropped.jpg
39,G1052_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1052_cropped.jpg
40,G1053_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1053_cropped.jpg
41,G1054_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1054_cropped.jpg
42,G1055_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1055_cropped.jpg
43,G1057_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1057_cropped.jpg
44,G1058_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1058_cropped.jpg
45,G1059_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1059_cropped.jpg
46,G105_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G105_cropped.jpg
47,G1061_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1061_cropped.jpg
48,G1062_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1062_cropped.jpg
49,G1063_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1063_cropped.jpg
50,G1064_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1064_cropped.jpg
51,G1065_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1065_cropped.jpg
52,G1066_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1066_cropped.jpg
53,G1067_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1067_cropped.jpg
54,G1068_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1068_cropped.jpg
55,G1069_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1069_cropped.jpg
56,G1070_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1070_cropped.jpg
57,G1074_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1074_cropped.jpg
58,G1075_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1075_cropped.jpg
59,G1077_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1077_cropped.jpg
60,G1078_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1078_cropped.jpg
61,G1082_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1082_cropped.jpg
62,G1083_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1083_cropped.jpg
63,G1084_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1084_cropped.jpg
64,G1086_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1086_cropped.jpg
65,G1087_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1087_cropped.jpg
66,G1088_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1088_cropped.jpg
67,G1089_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1089_cropped.jpg
68,G108_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G108_cropped.jpg
69,G1090_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1090_cropped.jpg
70,G1091_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1091_cropped.jpg
71,G1092_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1092_cropped.jpg
72,G1093_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1093_cropped.jpg
73,G1095_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1095_cropped.jpg
74,G1097_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1097_cropped.jpg
75,G1099_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1099_cropped.jpg
76,G1100_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1100_cropped.jpg
77,G1101_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1101_cropped.jpg
78,G1106_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1106_cropped.jpg
79,G1107_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1107_cropped.jpg
80,G1108_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1108_cropped.jpg
81,G1110_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1110_cropped.jpg
82,G1111_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1111_cropped.jpg
83,G1112_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1112_cropped.jpg
84,G1113_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1113_cropped.jpg
85,G1115_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1115_cropped.jpg
86,G1117_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1117_cropped.jpg
87,G1118_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1118_cropped.jpg
88,G1119_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1119_cropped.jpg
89,G111_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G111_cropped.jpg
90,G1121_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1121_cropped.jpg
91,G1122_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1122_cropped.jpg
92,G1126_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1126_cropped.jpg
93,G1128_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1128_cropped.jpg
94,G1129_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1129_cropped.jpg
95,G1130_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1130_cropped.jpg
96,G1131_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1131_cropped.jpg
97,G1132_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1132_cropped.jpg
98,G1134_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1134_cropped.jpg
99,G1135_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1135_cropped.jpg
100,G1138_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1138_cropped.jpg
101,G1139_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1139_cropped.jpg
102,G113_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G113_cropped.jpg
103,G1140_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1140_cropped.jpg
104,G1141_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1141_cropped.jpg
105,G1142_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1142_cropped.jpg
106,G1143_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1143_cropped.jpg
107,G1144_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1144_cropped.jpg
108,G1146_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1146_cropped.jpg
109,G1147_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1147_cropped.jpg
110,G1148_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1148_cropped.jpg
111,G114_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G114_cropped.jpg
112,G1151_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1151_cropped.jpg
113,G1153_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1153_cropped.jpg
114,G1154_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1154_cropped.jpg
115,G1155_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1155_cropped.jpg
116,G1156_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1156_cropped.jpg
117,G1158_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1158_cropped.jpg
118,G115_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G115_cropped.jpg
119,G1160_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1160_cropped.jpg
120,G1161_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1161_cropped.jpg
121,G1162_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1162_cropped.jpg
122,G1164_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1164_cropped.jpg
123,G1167_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1167_cropped.jpg
124,G1169_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1169_cropped.jpg
125,G116_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G116_cropped.jpg
126,G1170_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1170_cropped.jpg
127,G1171_cropped,glioma_cropped,C:/Users/alime/Dropbox/PC/Documents/Coding/Memoire 2023/Datasets/Brain-Tumor-Dataset-RAW/Cropped_Image_Sets/train/glioma_cropped/G1171_cropped.jpg
